TIMESTAMP,PO,ORDER_NO,CUSTOMER_NAME,CONSINGEE_NAME,Item_Description,BF,GSM,SizeReel,QTY,DELIVERY_DATE,INVOICE_DATE
27/02/2023 11:52:00,KY-433,2351,S PAPERS,K B Industries - SP,KRAFT PAPER NATURAL UPTO 150 GSM,18,120,174,5000,02/03/2023,27/02/2023
27/02/2023 11:52:00,KY-433,2351,S PAPERS,K B Industries - SP,KRAFT PAPER NATURAL UPTO 150 GSM,18,140,174,2000,02/03/2023,27/02/2023
27/02/2023 11:52:00,KY-433,2351,S PAPERS,K B Industries - SP,KRAFT PAPER NATURAL 151-224,18,180,138,2000,02/03/2023,27/02/2023
27/02/2023 11:52:00,KY-433,2351,S PAPERS,K B Industries - SP,KRAFT PAPER NATURAL 151-224,18,180,144,2000,02/03/2023,27/02/2023
27/02/2023 12:01:00,ACPL-1591/ADDITION,2350,ALIGN COMPONENTS PVT. LTD. (BUII),ALIGN COMPONENTS PVT. LTD. (BUII),KRAFT PAPER NATURAL UPTO 150 GSM,18,140,172.5,5000,28/02/2023,27/02/2023
27/02/2023 12:18:00,87,2352,BIYANI PACKAGING PRIVATE LIMITED ,BIYANI PACKAGING PRIVATE LIMITED ,KRAFT PAPER NATURAL UPTO 150 GSM,18,140,145,2000,02/03/2023,27/02/2023
27/02/2023 12:18:00,87,2352,BIYANI PACKAGING PRIVATE LIMITED ,BIYANI PACKAGING PRIVATE LIMITED ,KRAFT PAPER NATURAL UPTO 150 GSM,18,120,96.5,6000,02/03/2023,27/02/2023
27/02/2023 01:06:00,LTPL-02-23-153,2353,LAKHOTIYA TRADERS PVT. LTD.-DRS,AASHIRWAD PACKAGING,KRAFT PAPER NATURAL UPTO 150 GSM,18,120,65.5,655,02/03/2023,27/02/2023
27/02/2023 01:06:00,LTPL-02-23-153,2353,LAKHOTIYA TRADERS PVT. LTD.-DRS,AASHIRWAD PACKAGING,KRAFT PAPER NATURAL UPTO 150 GSM,18,120,68.5,685,02/03/2023,27/02/2023
27/02/2023 01:06:00,LTPL-02-23-153,2353,LAKHOTIYA TRADERS PVT. LTD.-DRS,AASHIRWAD PACKAGING,KRAFT PAPER NATURAL UPTO 150 GSM,18,120,95,1900,02/03/2023,27/02/2023
27/02/2023 01:06:00,LTPL-02-23-153,2353,LAKHOTIYA TRADERS PVT. LTD.-DRS,AASHIRWAD PACKAGING,KRAFT PAPER NATURAL UPTO 150 GSM,18,120,110,1100,02/03/2023,27/02/2023
27/02/2023 01:06:00,LTPL-02-23-153,2353,LAKHOTIYA TRADERS PVT. LTD.-DRS,AASHIRWAD PACKAGING,KRAFT PAPER NATURAL UPTO 150 GSM,18,120,81,810,02/03/2023,27/02/2023
27/02/2023 01:06:00,LTPL-02-23-153,2353,LAKHOTIYA TRADERS PVT. LTD.-DRS,AASHIRWAD PACKAGING,KRAFT PAPER GOLDEN YELLOW 151-224,18,180,81,1620,02/03/2023,27/02/2023
27/02/2023 01:06:00,LTPL-02-23-153,2353,LAKHOTIYA TRADERS PVT. LTD.-DRS,AASHIRWAD PACKAGING,KRAFT PAPER GOLDEN YELLOW 151-224,18,180,95,950,02/03/2023,27/02/2023
27/02/2023 01:11:00,KY-432,2354,S PAPERS,K B Industries - SP,KRAFT PAPER NATURAL UPTO 150 GSM,18,120,96.5,1000,03/03/2023,27/02/2023
27/02/2023 01:11:00,KY-432,2354,S PAPERS,K B Industries - SP,KRAFT PAPER NATURAL UPTO 150 GSM,18,120,100,1000,03/03/2023,27/02/2023
27/02/2023 01:11:00,KY-432,2354,S PAPERS,K B Industries - SP,KRAFT PAPER NATURAL UPTO 150 GSM,18,120,108,6000,03/03/2023,27/02/2023
27/02/2023 01:11:00,KY-432,2354,S PAPERS,K B Industries - SP,KRAFT PAPER NATURAL UPTO 150 GSM,18,120,132,3000,03/03/2023,27/02/2023
27/02/2023 02:44:00,PPPL//1996,2355,PRANSHU PAPER PVT. LTD.,SABARI PACKAIDS PVT LTD,KRAFT PAPER GOLDEN YELLOW UPTO 150 GSM,18,150,61,1000,03/03/2023,27/02/2023
27/02/2023 02:44:00,PPPL//1996,2355,PRANSHU PAPER PVT. LTD.,SABARI PACKAIDS PVT LTD,KRAFT PAPER GOLDEN YELLOW UPTO 150 GSM,18,150,66,1000,03/03/2023,27/02/2023
27/02/2023 02:44:00,PPPL//1996,2355,PRANSHU PAPER PVT. LTD.,SABARI PACKAIDS PVT LTD,KRAFT PAPER GOLDEN YELLOW UPTO 150 GSM,18,150,75,1000,03/03/2023,27/02/2023
27/02/2023 02:44:00,PPPL//1996,2355,PRANSHU PAPER PVT. LTD.,SABARI PACKAIDS PVT LTD,KRAFT PAPER GOLDEN YELLOW UPTO 150 GSM,18,150,81.5,4500,03/03/2023,27/02/2023
27/02/2023 02:44:00,PPPL//1996,2355,PRANSHU PAPER PVT. LTD.,SABARI PACKAIDS PVT LTD,KRAFT PAPER GOLDEN YELLOW UPTO 150 GSM,18,150,86.5,2000,03/03/2023,27/02/2023
27/02/2023 02:44:00,PPPL//1996,2355,PRANSHU PAPER PVT. LTD.,SABARI PACKAIDS PVT LTD,KRAFT PAPER GOLDEN YELLOW UPTO 150 GSM,18,150,96.5,5000,03/03/2023,27/02/2023
27/02/2023 02:44:00,PPPL//1996,2355,PRANSHU PAPER PVT. LTD.,SABARI PACKAIDS PVT LTD,KRAFT PAPER GOLDEN YELLOW UPTO 150 GSM,18,150,107,500,03/03/2023,27/02/2023
27/02/2023 02:44:00,PPPL//1996,2355,PRANSHU PAPER PVT. LTD.,SABARI PACKAIDS PVT LTD,KRAFT PAPER GOLDEN YELLOW UPTO 150 GSM,18,150,112,500,03/03/2023,27/02/2023
27/02/2023 02:44:00,PPPL//1996,2355,PRANSHU PAPER PVT. LTD.,SABARI PACKAIDS PVT LTD,KRAFT PAPER GOLDEN YELLOW UPTO 150 GSM,18,150,119.5,1000,03/03/2023,27/02/2023
27/02/2023 03:51:00,79,2357,KRISHNA AGENCIES,AVADHOOT PAPER PRODUCTS PVT LTD (KA),KRAFT PAPER NATURAL UPTO 150 GSM,18,120,163.5,3000,03/03/2023,27/02/2023
27/02/2023 03:51:00,79,2357,KRISHNA AGENCIES,AVADHOOT PAPER PRODUCTS PVT LTD (KA),KRAFT PAPER NATURAL UPTO 150 GSM,18,120,175.5,7000,03/03/2023,27/02/2023
27/02/2023 03:51:00,79,2357,KRISHNA AGENCIES,AVADHOOT PAPER PRODUCTS PVT LTD (KA),KRAFT PAPER NATURAL UPTO 150 GSM,18,150,175.5,4000,03/03/2023,27/02/2023
27/02/2023 03:51:00,79,2357,KRISHNA AGENCIES,AVADHOOT PAPER PRODUCTS PVT LTD (KA),KRAFT PAPER NATURAL UPTO 150 GSM,18,150,163.5,2000,03/03/2023,27/02/2023
27/02/2023 03:51:00,79,2357,KRISHNA AGENCIES,AVADHOOT PAPER PRODUCTS PVT LTD (KA),KRAFT PAPER NATURAL UPTO 150 GSM,18,150,181.5,5000,03/03/2023,27/02/2023
27/02/2023 03:59:00,1101,2359,SHRINIWAS ENTERPRISES,PAACK IN INDIA - SE,KRAFT PAPER NATURAL 151-224,22,180,195.5,2000,03/03/2023,27/02/2023
27/02/2023 03:59:00,1101,2359,SHRINIWAS ENTERPRISES,PAACK IN INDIA - SE,KRAFT PAPER NATURAL UPTO 150 GSM,18,140,195.5,3000,03/03/2023,27/02/2023
27/02/2023 03:59:00,1101,2359,SHRINIWAS ENTERPRISES,PAACK IN INDIA - SE,KRAFT PAPER NATURAL UPTO 150 GSM,18,140,138.5,3000,03/03/2023,27/02/2023
27/02/2023 03:59:00,1101,2359,SHRINIWAS ENTERPRISES,PAACK IN INDIA - SE,KRAFT PAPER NATURAL UPTO 150 GSM,20,120,214.5,2000,03/03/2023,27/02/2023
27/02/2023 04:07:00,KY-436,2360,S PAPERS,Super Quality Cartons - GOGALWADI,KRAFT PAPER GOLDEN YELLOW 151-224,18,180,74.5,1115,03/03/2023,27/02/2023
27/02/2023 04:07:00,KY-436,2360,S PAPERS,Super Quality Cartons - GOGALWADI,KRAFT PAPER GOLDEN YELLOW 151-224,18,180,79.5,795,03/03/2023,27/02/2023
27/02/2023 04:07:00,KY-436,2360,S PAPERS,Super Quality Cartons - GOGALWADI,KRAFT PAPER GOLDEN YELLOW 151-224,18,180,124.5,560.25,03/03/2023,27/02/2023
27/02/2023 04:07:00,KY-436,2360,S PAPERS,Super Quality Cartons - GOGALWADI,KRAFT PAPER GOLDEN YELLOW 151-224,18,180,127,571.5,03/03/2023,27/02/2023
27/02/2023 04:42:00,KY-435,2361,S PAPERS,Shri Sainath Packages - GOGALWADI,KRAFT PAPER GOLDEN YELLOW UPTO 150 GSM,18,150,94,1269,03/03/2023,27/02/2023
27/02/2023 04:42:00,KY-435,2361,S PAPERS,Shri Sainath Packages - GOGALWADI,KRAFT PAPER GOLDEN YELLOW 151-224,18,180,48.5,436.5,03/03/2023,27/02/2023
27/02/2023 04:42:00,KY-435,2361,S PAPERS,Shri Sainath Packages - GOGALWADI,KRAFT PAPER GOLDEN YELLOW 151-224,18,180,68.5,616.5,03/03/2023,27/02/2023
27/02/2023 04:42:00,KY-435,2361,S PAPERS,Shri Sainath Packages - GOGALWADI,KRAFT PAPER GOLDEN YELLOW 151-224,18,180,74.5,1005.75,03/03/2023,27/02/2023
27/02/2023 04:47:00,KY-434,2362,S PAPERS,Sadguru Packaging - JEJURI,KRAFT PAPER NATURAL UPTO 150 GSM,18,120,84,1000,03/03/2023,27/02/2023
27/02/2023 04:47:00,KY-434,2362,S PAPERS,Sadguru Packaging - JEJURI,KRAFT PAPER NATURAL UPTO 150 GSM,18,120,89,1000,03/03/2023,27/02/2023
27/02/2023 04:47:00,KY-434,2362,S PAPERS,Sadguru Packaging - JEJURI,KRAFT PAPER NATURAL UPTO 150 GSM,18,120,101.5,1000,03/03/2023,27/02/2023
27/02/2023 04:47:00,KY-434,2362,S PAPERS,Sadguru Packaging - JEJURI,KRAFT PAPER NATURAL UPTO 150 GSM,18,120,104.5,1000,03/03/2023,27/02/2023
27/02/2023 04:47:00,KY-434,2362,S PAPERS,Sadguru Packaging - JEJURI,KRAFT PAPER NATURAL UPTO 150 GSM,18,140,101.5,3000,03/03/2023,27/02/2023
27/02/2023 04:47:00,KY-434,2362,S PAPERS,Sadguru Packaging - JEJURI,KRAFT PAPER NATURAL UPTO 150 GSM,18,140,107,3000,03/03/2023,27/02/2023
27/02/2023 04:55:00,PPPL-2002,2363,PRANSHU PAPER PVT. LTD.,PATEL PACKAGING -PPPL,KRAFT PAPER NATURAL UPTO 150 GSM,18,140,84,1000,03/03/2023,27/02/2023
27/02/2023 04:55:00,PPPL-2002,2363,PRANSHU PAPER PVT. LTD.,PATEL PACKAGING -PPPL,KRAFT PAPER NATURAL UPTO 150 GSM,18,140,99,2000,03/03/2023,27/02/2023
27/02/2023 04:55:00,PPPL-2002,2363,PRANSHU PAPER PVT. LTD.,PATEL PACKAGING -PPPL,KRAFT PAPER NATURAL 151-224,18,180,78,4000,03/03/2023,27/02/2023
27/02/2023 04:55:00,PPPL-2002,2363,PRANSHU PAPER PVT. LTD.,PATEL PACKAGING -PPPL,KRAFT PAPER NATURAL 151-224,18,180,84,3000,03/03/2023,27/02/2023
27/02/2023 04:55:00,PPPL-2002,2363,PRANSHU PAPER PVT. LTD.,PATEL PACKAGING -PPPL,KRAFT PAPER NATURAL 151-224,18,180,86.5,1000,03/03/2023,27/02/2023
27/02/2023 05:09:00,EKI 523,2364,ECO KRAFT INC.,S L CORBOX PVT. LTD.-ECO,KRAFT PAPER NATURAL UPTO 150 GSM,18,120,89,2000,03/03/2023,27/02/2023
27/02/2023 05:09:00,EKI 523,2364,ECO KRAFT INC.,S L CORBOX PVT. LTD.-ECO,KRAFT PAPER NATURAL UPTO 150 GSM,18,140,89,801,03/03/2023,27/02/2023
27/02/2023 05:09:00,EKI 523,2364,ECO KRAFT INC.,S L CORBOX PVT. LTD.-ECO,KRAFT PAPER NATURAL UPTO 150 GSM,18,140,81,729,03/03/2023,27/02/2023
27/02/2023 05:09:00,EKI 523,2364,ECO KRAFT INC.,S L CORBOX PVT. LTD.-ECO,KRAFT PAPER NATURAL UPTO 150 GSM,18,140,122,1500,03/03/2023,27/02/2023
27/02/2023 05:09:00,EKI 523,2364,ECO KRAFT INC.,S L CORBOX PVT. LTD.-ECO,KRAFT PAPER NATURAL UPTO 150 GSM,24,150,122,1500,03/03/2023,27/02/2023
27/02/2023 05:09:00,EKI 523,2364,ECO KRAFT INC.,S L CORBOX PVT. LTD.-ECO,KRAFT PAPER NATURAL 151-224,24,180,71,2500,03/03/2023,27/02/2023
27/02/2023 05:09:00,EKI 523,2364,ECO KRAFT INC.,S L CORBOX PVT. LTD.-ECO,KRAFT PAPER NATURAL 151-224,24,180,123,1000,03/03/2023,27/02/2023
27/02/2023 05:21:00,D-248,2365,B.J. BHANDARI PAPERS PVT. LTD. - R,KHETAN PACKFINE ( P ) LTD - BJ ,KRAFT PAPER NATURAL 151-224,18,170,137.5,5000,06/03/2023,27/02/2023
27/02/2023 05:21:00,D-248,2365,B.J. BHANDARI PAPERS PVT. LTD. - R,KHETAN PACKFINE ( P ) LTD - BJ ,KRAFT PAPER NATURAL 151-224,18,170,131.5,5000,06/03/2023,27/02/2023
27/02/2023 05:21:00,D-248,2365,B.J. BHANDARI PAPERS PVT. LTD. - R,KHETAN PACKFINE ( P ) LTD - BJ ,KRAFT PAPER NATURAL UPTO 150 GSM,18,140,141,5000,06/03/2023,27/02/2023
27/02/2023 05:21:00,D-248,2365,B.J. BHANDARI PAPERS PVT. LTD. - R,KHETAN PACKFINE ( P ) LTD - BJ ,KRAFT PAPER NATURAL UPTO 150 GSM,18,120,145.5,5000,06/03/2023,27/02/2023
27/02/2023 05:21:00,D-248,2365,B.J. BHANDARI PAPERS PVT. LTD. - R,KHETAN PACKFINE ( P ) LTD - BJ ,KRAFT PAPER NATURAL UPTO 150 GSM,18,140,150,5000,06/03/2023,27/02/2023
27/02/2023 05:41:00,CS/PO/02789,2367,CRAFTED SOLUTIONS,CRAFTED SOLUTIONS,KRAFT PAPER NATURAL 151-224,20,170,176,6000,03/03/2023,27/02/2023
27/02/2023 05:41:00,CS/PO/02789,2367,CRAFTED SOLUTIONS,CRAFTED SOLUTIONS,KRAFT PAPER NATURAL UPTO 150 GSM,20,140,176,10000,03/03/2023,27/02/2023
28/02/2023 11:25:00,WPP MSG,2368,BALAJI PACKAGING - A-NAGAR,BALAJI PACKAGING - A-NAGAR,KRAFT PAPER GOLDEN YELLOW UPTO 150 GSM,22,140,98,1180,01/03/2023,28/02/2023
28/02/2023 12:52:00,PPPL-1994,2356,PRANSHU PAPER PVT. LTD.,OM INDUSTRIES - PPPL,KRAFT PAPER NATURAL UPTO 150 GSM,18,120,133,2394,03/03/2023,27/02/2023
28/02/2023 12:52:00,PPPL-1994,2356,PRANSHU PAPER PVT. LTD.,OM INDUSTRIES - PPPL,KRAFT PAPER NATURAL UPTO 150 GSM,18,120,153,3000,03/03/2023,27/02/2023
28/02/2023 12:52:00,PPPL-1994,2356,PRANSHU PAPER PVT. LTD.,OM INDUSTRIES - PPPL,KRAFT PAPER NATURAL UPTO 150 GSM,18,120,157,4000,03/03/2023,27/02/2023
28/02/2023 12:52:00,PPPL-1994,2356,PRANSHU PAPER PVT. LTD.,OM INDUSTRIES - PPPL,KRAFT PAPER NATURAL 151-224,22,180,133,1795.5,03/03/2023,27/02/2023
28/02/2023 01:05:00,88,2369,BIYANI PACKAGING PRIVATE LIMITED ,BIYANI PACKAGING PRIVATE LIMITED ,KRAFT PAPER NATURAL UPTO 150 GSM,18,120,90.5,1400,04/03/2023,28/02/2023
28/02/2023 01:05:00,88,2369,BIYANI PACKAGING PRIVATE LIMITED ,BIYANI PACKAGING PRIVATE LIMITED ,KRAFT PAPER NATURAL UPTO 150 GSM,18,140,90.5,1200,04/03/2023,28/02/2023
28/02/2023 01:05:00,88,2369,BIYANI PACKAGING PRIVATE LIMITED ,BIYANI PACKAGING PRIVATE LIMITED ,KRAFT PAPER NATURAL UPTO 150 GSM,20,150,127,1000,04/03/2023,28/02/2023
28/02/2023 01:05:00,88,2369,BIYANI PACKAGING PRIVATE LIMITED ,BIYANI PACKAGING PRIVATE LIMITED ,KRAFT PAPER NATURAL 151-224,20,180,127,1550,04/03/2023,28/02/2023
28/02/2023 01:05:00,88,2369,BIYANI PACKAGING PRIVATE LIMITED ,BIYANI PACKAGING PRIVATE LIMITED ,KRAFT PAPER NATURAL UPTO 150 GSM,24,150,150,3100,04/03/2023,28/02/2023
28/02/2023 01:05:00,88,2369,BIYANI PACKAGING PRIVATE LIMITED ,BIYANI PACKAGING PRIVATE LIMITED ,KRAFT PAPER NATURAL UPTO 150 GSM,24,150,124.5,2300,04/03/2023,28/02/2023
28/02/2023 02:23:00,KY-437,2370,S PAPERS,SWARAJ PRINTPACK-SP,KRAFT PAPER GOLDEN YELLOW UPTO 150 GSM,18,150,56,560,04/03/2023,28/02/2023
28/02/2023 02:23:00,KY-437,2370,S PAPERS,SWARAJ PRINTPACK-SP,KRAFT PAPER GOLDEN YELLOW UPTO 150 GSM,18,150,61,1850,04/03/2023,28/02/2023
28/02/2023 02:23:00,KY-437,2370,S PAPERS,SWARAJ PRINTPACK-SP,KRAFT PAPER GOLDEN YELLOW UPTO 150 GSM,18,150,63.5,635,04/03/2023,28/02/2023
28/02/2023 02:23:00,KY-437,2370,S PAPERS,SWARAJ PRINTPACK-SP,KRAFT PAPER GOLDEN YELLOW UPTO 150 GSM,18,150,66,1320,04/03/2023,28/02/2023
28/02/2023 02:23:00,KY-437,2370,S PAPERS,SWARAJ PRINTPACK-SP,KRAFT PAPER GOLDEN YELLOW UPTO 150 GSM,18,150,76.5,1145,04/03/2023,28/02/2023
28/02/2023 02:23:00,KY-437,2370,S PAPERS,SWARAJ PRINTPACK-SP,KRAFT PAPER GOLDEN YELLOW UPTO 150 GSM,18,150,81.5,1225,04/03/2023,28/02/2023
28/02/2023 02:23:00,KY-437,2370,S PAPERS,SWARAJ PRINTPACK-SP,KRAFT PAPER GOLDEN YELLOW UPTO 150 GSM,18,150,86.5,865,04/03/2023,28/02/2023
28/02/2023 02:23:00,KY-437,2370,S PAPERS,SWARAJ PRINTPACK-SP,KRAFT PAPER GOLDEN YELLOW UPTO 150 GSM,18,150,102,1020,04/03/2023,28/02/2023
28/02/2023 02:23:00,KY-437,2370,S PAPERS,SWARAJ PRINTPACK-SP,KRAFT PAPER GOLDEN YELLOW UPTO 150 GSM,18,150,107,1070,04/03/2023,28/02/2023
28/02/2023 03:29:00,D-275,2371,B.J. BHANDARI PAPERS PVT. LTD. - R,KHETAN PACKFINE ( P ) LTD - BJ ,KRAFT PAPER NATURAL UPTO 150 GSM,18,140,170.5,5000,05/03/2023,28/02/2023
28/02/2023 03:29:00,D-275,2371,B.J. BHANDARI PAPERS PVT. LTD. - R,KHETAN PACKFINE ( P ) LTD - BJ ,KRAFT PAPER NATURAL UPTO 150 GSM,18,140,145.5,5000,05/03/2023,28/02/2023
28/02/2023 03:29:00,D-275,2371,B.J. BHANDARI PAPERS PVT. LTD. - R,KHETAN PACKFINE ( P ) LTD - BJ ,KRAFT PAPER NATURAL 151-224,18,170,145.5,5000,05/03/2023,28/02/2023
28/02/2023 03:51:00,D-274,2372,B.J. BHANDARI PAPERS PVT. LTD. - R,SUMEET PACKERS P LTD.-UNIT I ,KRAFT PAPER GOLDEN YELLOW 151-224,28,220,96.5,2000,05/03/2023,28/02/2023
28/02/2023 03:51:00,D-274,2372,B.J. BHANDARI PAPERS PVT. LTD. - R,SUMEET PACKERS P LTD.-UNIT I ,KRAFT PAPER GOLDEN YELLOW 151-224,28,220,114.5,1500,05/03/2023,28/02/2023
28/02/2023 03:51:00,D-274,2372,B.J. BHANDARI PAPERS PVT. LTD. - R,SUMEET PACKERS P LTD.-UNIT I ,KRAFT PAPER GOLDEN YELLOW 151-224,28,220,117,1500,05/03/2023,28/02/2023
28/02/2023 03:51:00,D-274,2372,B.J. BHANDARI PAPERS PVT. LTD. - R,SUMEET PACKERS P LTD.-UNIT I ,KRAFT PAPER GOLDEN YELLOW 151-224,28,220,123.5,2000,05/03/2023,28/02/2023
28/02/2023 03:51:00,D-274,2372,B.J. BHANDARI PAPERS PVT. LTD. - R,SUMEET PACKERS P LTD.-UNIT I ,KRAFT PAPER GOLDEN YELLOW 151-224,28,220,128.5,4000,05/03/2023,28/02/2023
28/02/2023 03:51:00,D-274,2372,B.J. BHANDARI PAPERS PVT. LTD. - R,SUMEET PACKERS P LTD.-UNIT I ,KRAFT PAPER GOLDEN YELLOW 151-224,28,220,140,2000,05/03/2023,28/02/2023
28/02/2023 03:51:00,D-274,2372,B.J. BHANDARI PAPERS PVT. LTD. - R,SUMEET PACKERS P LTD.-UNIT I ,KRAFT PAPER GOLDEN YELLOW 151-224,28,220,148.5,3000,05/03/2023,28/02/2023
28/02/2023 03:51:00,D-274,2372,B.J. BHANDARI PAPERS PVT. LTD. - R,SUMEET PACKERS P LTD.-UNIT I ,KRAFT PAPER GOLDEN YELLOW 151-224,28,220,152.5,3000,05/03/2023,28/02/2023
28/02/2023 03:51:00,D-274,2372,B.J. BHANDARI PAPERS PVT. LTD. - R,SUMEET PACKERS P LTD.-UNIT I ,KRAFT PAPER GOLDEN YELLOW 151-224,28,220,159,2000,05/03/2023,28/02/2023
28/02/2023 03:51:00,D-274,2372,B.J. BHANDARI PAPERS PVT. LTD. - R,SUMEET PACKERS P LTD.-UNIT I ,KRAFT PAPER GOLDEN YELLOW 151-224,28,220,164,1500,05/03/2023,28/02/2023
28/02/2023 03:51:00,D-274,2372,B.J. BHANDARI PAPERS PVT. LTD. - R,SUMEET PACKERS P LTD.-UNIT I ,KRAFT PAPER GOLDEN YELLOW 151-224,28,220,178,9000,05/03/2023,28/02/2023
28/02/2023 04:29:00,D-271,2375,B.J. BHANDARI PAPERS PVT. LTD. - R,Om Sai Packaging - Chikhali,KRAFT PAPER GOLDEN YELLOW UPTO 150 GSM,18,140,56,800,05/03/2023,28/02/2023
28/02/2023 04:29:00,D-271,2375,B.J. BHANDARI PAPERS PVT. LTD. - R,Om Sai Packaging - Chikhali,KRAFT PAPER GOLDEN YELLOW UPTO 150 GSM,18,140,61,600,05/03/2023,28/02/2023
28/02/2023 04:29:00,D-271,2375,B.J. BHANDARI PAPERS PVT. LTD. - R,Om Sai Packaging - Chikhali,KRAFT PAPER GOLDEN YELLOW UPTO 150 GSM,18,140,67.5,650,05/03/2023,28/02/2023
28/02/2023 04:29:00,D-271,2375,B.J. BHANDARI PAPERS PVT. LTD. - R,Om Sai Packaging - Chikhali,KRAFT PAPER GOLDEN YELLOW UPTO 150 GSM,18,140,72.5,700,05/03/2023,28/02/2023
28/02/2023 04:29:00,D-271,2375,B.J. BHANDARI PAPERS PVT. LTD. - R,Om Sai Packaging - Chikhali,KRAFT PAPER GOLDEN YELLOW UPTO 150 GSM,18,140,76.5,750,05/03/2023,28/02/2023
28/02/2023 04:29:00,D-271,2375,B.J. BHANDARI PAPERS PVT. LTD. - R,Om Sai Packaging - Chikhali,KRAFT PAPER GOLDEN YELLOW UPTO 150 GSM,18,140,81.5,750,05/03/2023,28/02/2023
28/02/2023 04:29:00,D-271,2375,B.J. BHANDARI PAPERS PVT. LTD. - R,Om Sai Packaging - Chikhali,KRAFT PAPER GOLDEN YELLOW UPTO 150 GSM,18,140,86.5,800,05/03/2023,28/02/2023
28/02/2023 04:29:00,D-271,2375,B.J. BHANDARI PAPERS PVT. LTD. - R,Om Sai Packaging - Chikhali,KRAFT PAPER GOLDEN YELLOW UPTO 150 GSM,18,140,91.5,850,05/03/2023,28/02/2023
28/02/2023 04:29:00,D-271,2375,B.J. BHANDARI PAPERS PVT. LTD. - R,Om Sai Packaging - Chikhali,KRAFT PAPER GOLDEN YELLOW UPTO 150 GSM,18,140,107,500,05/03/2023,28/02/2023
28/02/2023 04:29:00,D-271,2375,B.J. BHANDARI PAPERS PVT. LTD. - R,Om Sai Packaging - Chikhali,KRAFT PAPER GOLDEN YELLOW UPTO 150 GSM,18,140,112,550,05/03/2023,28/02/2023
28/02/2023 05:06:00,ACPL-1604,2376,ALIGN COMPONENTS PVT. LTD. (BUII),ALIGN COMPONENTS PVT. LTD. (BUII),KRAFT PAPER NATURAL UPTO 150 GSM,18,140,121.5,4000,08/03/2023,28/02/2023
28/02/2023 05:06:00,ACPL-1604,2376,ALIGN COMPONENTS PVT. LTD. (BUII),ALIGN COMPONENTS PVT. LTD. (BUII),KRAFT PAPER NATURAL UPTO 150 GSM,18,140,127,5000,08/03/2023,28/02/2023
28/02/2023 05:06:00,ACPL-1604,2376,ALIGN COMPONENTS PVT. LTD. (BUII),ALIGN COMPONENTS PVT. LTD. (BUII),KRAFT PAPER NATURAL UPTO 150 GSM,18,140,131,4000,08/03/2023,28/02/2023
28/02/2023 05:06:00,ACPL-1604,2376,ALIGN COMPONENTS PVT. LTD. (BUII),ALIGN COMPONENTS PVT. LTD. (BUII),KRAFT PAPER NATURAL UPTO 150 GSM,18,140,134,8000,08/03/2023,28/02/2023
28/02/2023 05:06:00,ACPL-1604,2376,ALIGN COMPONENTS PVT. LTD. (BUII),ALIGN COMPONENTS PVT. LTD. (BUII),KRAFT PAPER NATURAL UPTO 150 GSM,18,140,138,10000,08/03/2023,28/02/2023
28/02/2023 05:06:00,ACPL-1604,2376,ALIGN COMPONENTS PVT. LTD. (BUII),ALIGN COMPONENTS PVT. LTD. (BUII),KRAFT PAPER NATURAL UPTO 150 GSM,18,140,145.5,4000,08/03/2023,28/02/2023
28/02/2023 05:06:00,ACPL-1604,2376,ALIGN COMPONENTS PVT. LTD. (BUII),ALIGN COMPONENTS PVT. LTD. (BUII),KRAFT PAPER NATURAL UPTO 150 GSM,18,140,147,4000,08/03/2023,28/02/2023
28/02/2023 05:06:00,ACPL-1604,2376,ALIGN COMPONENTS PVT. LTD. (BUII),ALIGN COMPONENTS PVT. LTD. (BUII),KRAFT PAPER NATURAL 151-224,18,180,99,4000,08/03/2023,28/02/2023
28/02/2023 05:06:00,ACPL-1604,2376,ALIGN COMPONENTS PVT. LTD. (BUII),ALIGN COMPONENTS PVT. LTD. (BUII),KRAFT PAPER NATURAL 151-224,18,180,104.5,2000,08/03/2023,28/02/2023
28/02/2023 05:06:00,ACPL-1604,2376,ALIGN COMPONENTS PVT. LTD. (BUII),ALIGN COMPONENTS PVT. LTD. (BUII),KRAFT PAPER NATURAL 151-224,18,180,108.5,2000,08/03/2023,28/02/2023
28/02/2023 05:06:00,ACPL-1604,2376,ALIGN COMPONENTS PVT. LTD. (BUII),ALIGN COMPONENTS PVT. LTD. (BUII),KRAFT PAPER NATURAL 151-224,18,180,114.5,3000,08/03/2023,28/02/2023
28/02/2023 05:06:00,ACPL-1604,2376,ALIGN COMPONENTS PVT. LTD. (BUII),ALIGN COMPONENTS PVT. LTD. (BUII),KRAFT PAPER NATURAL 151-224,18,180,120,4000,08/03/2023,28/02/2023
28/02/2023 05:06:00,ACPL-1604,2376,ALIGN COMPONENTS PVT. LTD. (BUII),ALIGN COMPONENTS PVT. LTD. (BUII),KRAFT PAPER NATURAL 151-224,18,180,123,15000,08/03/2023,28/02/2023
28/02/2023 05:06:00,ACPL-1604,2376,ALIGN COMPONENTS PVT. LTD. (BUII),ALIGN COMPONENTS PVT. LTD. (BUII),KRAFT PAPER NATURAL 151-224,18,180,128,3000,08/03/2023,28/02/2023
28/02/2023 05:06:00,ACPL-1604,2376,ALIGN COMPONENTS PVT. LTD. (BUII),ALIGN COMPONENTS PVT. LTD. (BUII),KRAFT PAPER NATURAL 151-224,18,180,129,4000,08/03/2023,28/02/2023
